index	word	Adaptation	Mitigation	Non-climate
4381	coopers	0.39467582	0.17238505	0.43293914
4382	pwc	0.3989486	0.16952777	0.43152362
4383	thematic	0.344078	0.16223635	0.49368566
4384	foodstuffs	0.38903242	0.17116359	0.43980402
4385	concentrated	0.3514669	0.15572701	0.49280608
4386	volatility	0.3350527	0.22823066	0.43671662
4387	pervasive	0.39386356	0.17004985	0.4360866
4388	commodities	0.39103833	0.1697929	0.43916875
4389	strongest	0.39884502	0.16858129	0.43257368
4390	industrialised	0.37015575	0.20275848	0.4270858
4391	american	0.37457857	0.19505572	0.43036574
4392	supplementing	0.3999456	0.1651499	0.43490452
4393	formulating	0.40690193	0.16818409	0.424914
4394	subsidiarity	0.4103169	0.17060116	0.419082
4395	gave	0.35387492	0.15230185	0.4938233
4396	collated	0.40057868	0.17693704	0.42248428
4397	asks	0.35506546	0.16624267	0.47869182
4398	compiling	0.34962323	0.15999313	0.49038363
4399	twenty	0.37028825	0.15534306	0.4743687
4400	residential	0.32616067	0.23377989	0.4400595
4401	distress	0.39848742	0.16961642	0.43189618
4402	explored	0.37845206	0.21971904	0.40182889
4403	absorbed	0.33326906	0.21355674	0.4531742
4404	slowly	0.34929729	0.15419476	0.496508
4405	released	0.29813805	0.18364102	0.51822084
4406	flbb	0.40980437	0.16166209	0.42853355
4407	ead	0.41718388	0.1621606	0.42065552
4408	fcerm	0.38308048	0.1733351	0.4435844
4409	avoidance	0.30682412	0.17255999	0.5206159
4410	detectionwarning	0.3695486	0.17825302	0.45219836
4411	devastating	0.39026457	0.18362421	0.42611122
4412	suburbanisation	0.4018217	0.17186667	0.4263116
4413	charity	0.291257	0.16113874	0.54760426
4414	spend	0.2940039	0.17196539	0.53403074
4415	deprived	0.301021	0.15740512	0.5415739
4416	alleviation	0.4202363	0.16573197	0.41403174
4417	unlock	0.3167937	0.19175151	0.49145478
4418	phased	0.300715	0.20736876	0.4919162
4419	detection	0.34633228	0.14880684	0.5048608
4420	forecasting	0.3581848	0.148506	0.49330917
4421	portal	0.3661904	0.18519162	0.44861796
4422	contents	0.31122738	0.21739386	0.47137874
4423	kept	0.28719997	0.15437344	0.5584266
4424	differentiated	0.37146634	0.17601661	0.4525171
4425	affordability	0.3886097	0.20339894	0.40799135
4426	vehicle	0.29798326	0.21737872	0.48463795
4427	courses	0.30172637	0.1574676	0.540806
4428	interacts	0.29344222	0.193564	0.5129938
4429	londons	0.34389663	0.14280944	0.51329404
4430	nppf	0.42153415	0.16320865	0.41525725
4431	appeals	0.28909785	0.15665871	0.55424345
4432	administrative	0.2909136	0.20864479	0.5004416
4433	boundaries	0.29860693	0.16156581	0.5398273
4434	permitted	0.2957678	0.16221161	0.54202056
4435	inspector	0.2911579	0.15267026	0.5561718
4436	decide	0.28974876	0.17541294	0.5348384
4437	streamlined	0.28948498	0.17587061	0.5346444
4438	swifter	0.33428583	0.23940544	0.4263088
4439	responded	0.4150645	0.16564867	0.4192868
4440	positively	0.33778673	0.19486952	0.4673437
4441	taylors	0.3877456	0.17500827	0.43724608
4442	guides	0.35796845	0.21526395	0.42676756
4443	signpost	0.3971813	0.16604355	0.43677518
4444	professions	0.3055788	0.15895581	0.5354654
4445	workplaces	0.32643288	0.23707855	0.43648854
4446	instrumental	0.40758777	0.16815707	0.4242552
4447	retrofits	0.40735483	0.1667558	0.4258894
4448	builders	0.4191072	0.1833564	0.3975365
4449	architects	0.38229918	0.19578576	0.4219151
4450	promoted	0.3921882	0.16345422	0.4443575
4451	arccc	0.37419558	0.177221	0.4485834
4452	partner	0.2909235	0.16180609	0.5472704
4453	practitioner	0.4033559	0.16620088	0.4304432
4454	dissemination	0.40925494	0.1662407	0.42450434
4455	competitions	0.35949835	0.140416	0.50008565
4456	fund	0.2830397	0.16720799	0.5497523
4457	cibse	0.37351808	0.21575558	0.41072628
4458	nhbc	0.4104693	0.16258693	0.42694375
4459	designers	0.3407518	0.14725	0.5119982
4460	historically	0.32339528	0.22506307	0.4515417
4461	older	0.29356933	0.16316028	0.54327035
4462	newer	0.3494751	0.21771234	0.43281263
4463	draughts	0.33957815	0.1509508	0.509471
4464	tightness	0.40616426	0.16485047	0.42898533
4465	insulation	0.3295527	0.23349608	0.4369512
4466	marketable	0.36502194	0.17845935	0.4565187
4467	sale	0.32888612	0.23225567	0.4388582
4468	accrue	0.33338374	0.21929875	0.4473175
4469	articulated	0.32406995	0.15648529	0.51944476
4470	modern	0.38265383	0.16252185	0.45482433
4471	mbe	0.31083968	0.15801217	0.53114814
4472	ktn	0.36618924	0.17844088	0.4553699
4473	breeam	0.41227767	0.17131065	0.41641167
4474	holistic	0.36236975	0.19575037	0.44187984
4475	tips	0.39652997	0.1942651	0.40920493
4476	retrofit	0.39230785	0.19753073	0.4101615
4477	subsidised	0.40204442	0.17341173	0.42454377
4478	butts	0.40014946	0.18622613	0.41362444
4479	love	0.35863864	0.21458924	0.42677212
4480	drop	0.3269571	0.15704462	0.51599824
4481	campaign	0.3000814	0.16137828	0.53854024
4482	goals	0.40153083	0.18865335	0.40981588
4483	valuing	0.3140448	0.23586448	0.4500907
4484	save	0.32612365	0.2439069	0.42996937
4485	diy	0.37753728	0.20784384	0.41461888
4486	retailers	0.41393358	0.15589397	0.4301725
4487	messages	0.29567966	0.17865542	0.5256649
4488	entering	0.33069158	0.16124493	0.5080635
4489	awards	0.35997888	0.14654253	0.4934786
4490	template	0.32220396	0.23556034	0.44223565
4491	presenting	0.3159763	0.19926149	0.4847623
4492	replicating	0.38460577	0.17106679	0.44432744
4493	drains	0.395908	0.16827574	0.43581632
4494	thereby	0.33828002	0.2185862	0.44313377
4495	removal	0.29785398	0.16851656	0.53362954
4496	schedule	0.32664868	0.19522569	0.47812557
4497	parliamentary	0.3261149	0.22932522	0.4445599
4498	approving	0.28727716	0.15297411	0.55974877
4499	sab	0.39143157	0.1667418	0.44182664
4500	county	0.41078347	0.1622462	0.42697036
4501	stipulated	0.36675546	0.16081932	0.47242522
4502	exemptions	0.32003427	0.22326368	0.45670208
4503	sabs	0.39254713	0.16677189	0.44068092
4504	approve	0.3172152	0.15544365	0.5273411
4505	begins	0.38407323	0.17447098	0.4414558
4506	serve	0.3000134	0.16188468	0.538102
4507	constructed	0.29313815	0.2139218	0.49294004
4508	uncomfortable	0.3892327	0.16548592	0.4452814
4509	death	0.35269222	0.14412755	0.5031802
4510	insulated	0.32924464	0.22915122	0.44160414
4511	lightweight	0.37316272	0.18038785	0.44644943
4512	glazed	0.34359744	0.2145453	0.44185722
4513	facades	0.3755475	0.1758863	0.4485661
4514	sectorgovernment	0.38224792	0.1696539	0.4480981
4515	convenience	0.30764806	0.21133637	0.48101553
4516	rules	0.31034663	0.15676743	0.5328859
4517	flats	0.34088638	0.23193519	0.42717838
4518	simplification	0.36893922	0.19506992	0.4359908
4519	collate	0.4167032	0.1722972	0.41099957
4520	disseminate	0.40773672	0.1603318	0.43193144
4521	oxford	0.2991656	0.18556193	0.5152725
4522	brookes	0.36697417	0.14974043	0.4832854
4523	gather	0.3147616	0.20600913	0.4792293
4524	triple	0.40734452	0.15505588	0.43759954
4525	neighbourhood	0.34496385	0.21981826	0.43521783
4526	sap	0.33372352	0.2318804	0.4343961
4527	flagship	0.32930633	0.22590789	0.44478577
4528	cip	0.38613844	0.1623747	0.4514869
4529	ordinating	0.41721776	0.16577499	0.4170072
4530	installing	0.41067287	0.18446448	0.4048626
4531	blinds	0.38616157	0.16249155	0.4513469
4532	shutters	0.4034326	0.17088148	0.42568594
4533	devices	0.27735943	0.20994274	0.5126979
4534	attempts	0.3444096	0.15461127	0.5009791
4535	pathway	0.3126272	0.22565424	0.46171856
4536	lccp	0.39651924	0.16927603	0.43420464
4537	audiences	0.29628962	0.1561577	0.5475527
4538	combine	0.32490063	0.16154188	0.51355755
4539	renew	0.4134467	0.1647894	0.42176393
4540	bark	0.39851582	0.16164036	0.4398438
4541	mulch	0.39450958	0.16320156	0.44228888
4542	toilets	0.39711305	0.1622136	0.44067338
4543	click	0.39919698	0.16055518	0.44024783
4544	taps	0.41710734	0.15862873	0.42426392
4545	packages	0.32343107	0.2357892	0.4407797
4546	demolition	0.3790597	0.21066801	0.4102723
4547	pathfinder	0.33976614	0.21677496	0.44345886
4548	ideas	0.2797067	0.1722524	0.5480409
4549	calculating	0.34448212	0.21682324	0.43869463
4550	outlook	0.31024763	0.23980018	0.44995213
4551	backbone	0.3392306	0.15646343	0.504306
4552	determinant	0.38546017	0.17253065	0.4420092
4553	assumes	0.32773012	0.22807702	0.44419286
4554	reality	0.28951573	0.17005898	0.5404253
4555	telecommunications	0.33482555	0.14164418	0.52353024
4556	srps	0.38830826	0.17081523	0.44087654
4557	valued	0.30227745	0.15493207	0.5427904
4558	competitiveness	0.284609	0.21077377	0.5046172
4559	pathways	0.31024686	0.2321385	0.45761463
4560	detrimental	0.2996342	0.1645625	0.5358033
4561	typical	0.32925814	0.2319941	0.43874776
4562	preparatory	0.3294792	0.2246205	0.44590035
4563	retired	0.35768718	0.16810879	0.47420406
4564	replaced	0.32041135	0.23787586	0.44171277
4565	headroom	0.31806618	0.1722746	0.5096592
4566	npss	0.37380904	0.22156623	0.4046247
4567	accurately	0.35070917	0.22128391	0.4280069
4568	decarbonise	0.3295779	0.2315304	0.43889168
4569	emr	0.33746856	0.22601268	0.43651876
4570	intermittent	0.34622025	0.22294597	0.4308337
4571	predictable	0.38301975	0.1664616	0.45051873
4572	penalties	0.31365454	0.1577065	0.52863896
4573	decarbonisation	0.32318085	0.23723452	0.43958455
4574	onshore	0.32476166	0.23601344	0.4392249
4575	specified	0.2993085	0.2218829	0.4788086
4576	consented	0.3390101	0.2199093	0.44108057
4577	1989	0.33149657	0.22709556	0.4414079
4578	1962	0.40239665	0.15544666	0.44215673
4579	1965	0.40344995	0.1581253	0.43842477
4580	adequacy	0.3741774	0.21737136	0.40845123
4581	internally	0.34738958	0.14531535	0.50729513
4582	rssb	0.40089667	0.16861808	0.43048525
4583	sponsor	0.28813913	0.15864642	0.5532145
4584	proofs	0.3897383	0.17051364	0.439748
4585	embeds	0.35758832	0.15881626	0.48359537
4586	overflow	0.34881568	0.20722274	0.44396153
4587	spill	0.3882178	0.17148826	0.440294
4588	documents	0.30456632	0.21004727	0.48538634
4589	expectations	0.29240546	0.1691393	0.53845525
4590	wrmps	0.4178851	0.1616259	0.42048898
4591	shares	0.29789355	0.20991433	0.49219203
4592	organises	0.38389048	0.1720863	0.4440232
4593	cso	0.3822919	0.17169254	0.44601557
4594	spills	0.3790436	0.17604242	0.44491392
4595	remedy	0.32058263	0.16939312	0.5100242
4596	misuse	0.309832	0.16617592	0.52399206
4597	relief	0.29534382	0.16474777	0.5399084
4598	partnering	0.30791068	0.17795715	0.5141322
4599	llfas	0.40484375	0.17124568	0.42391053
4600	sps	0.41636145	0.16429499	0.41934356
4601	session	0.34906867	0.14103392	0.5098974
4602	reinforced	0.39882565	0.18669282	0.4144815
4603	trading	0.32283556	0.2278089	0.44935554
4604	trams	0.38547632	0.17242931	0.44209436
4605	comprise	0.33861926	0.22636238	0.43501842
4606	liaison	0.29988536	0.15473759	0.5453771
4607	rlg	0.3723115	0.17620488	0.4514836
4608	references	0.27961197	0.20191348	0.5184745
4609	adept	0.40034595	0.16404486	0.4356092
4610	hmep	0.3894844	0.17256439	0.43795118
4611	extension	0.33804762	0.21860167	0.44335067
4612	amending	0.29493722	0.15571782	0.5493449
4613	reinstate	0.38791943	0.17358705	0.43849355
4614	promptly	0.29925138	0.16049315	0.5402555
4615	interplay	0.35385004	0.15493217	0.4912178
4616	northside	0.3850865	0.17461239	0.44030106
4617	bridge	0.42289662	0.16887033	0.40823305
4618	collapse	0.38939822	0.17258884	0.43801293
4619	workington	0.37716925	0.21225564	0.41057506
4620	losing	0.2940584	0.18807796	0.5178636
4621	collaborate	0.3351311	0.14144187	0.523427
4622	iuk	0.3799085	0.17451036	0.4455811
4623	sponsoring	0.3717209	0.17588815	0.45239097
4624	ucl	0.33162653	0.23343845	0.43493506
4625	timelines	0.3112045	0.23164964	0.45714596
4626	transitions	0.30176604	0.15917547	0.5390585
4627	itrc	0.40836924	0.16673085	0.42489994
4628	sciences	0.29536292	0.15166663	0.5529705
4629	epsrc	0.29756564	0.18522117	0.51721317
4630	speaking	0.28774887	0.19963515	0.512616
4631	sees	0.3026918	0.15938234	0.53792584
4632	welcome	0.29266265	0.15992834	0.547409
4633	outweighed	0.3630963	0.21034877	0.42655498
4634	healthcare	0.36417252	0.15098488	0.48484254
4635	sunlight	0.30021217	0.19914718	0.5006407
4636	ultra	0.32907	0.22806118	0.44286883
4637	violet	0.36425814	0.18032244	0.45541948
4638	dhhealth	0.36338714	0.18158421	0.45502865
4639	hpa	0.363717	0.17968436	0.45659867
4640	snaps	0.39261028	0.17081791	0.43657178
4641	joined	0.38176242	0.15861702	0.45962054
4642	phe	0.41865098	0.1666878	0.41466123
4643	read	0.31234828	0.20454258	0.48310918
4644	inadvertent	0.375998	0.17510201	0.44889995
4645	vectors	0.40714893	0.16960436	0.42324674
4646	tight	0.27878016	0.18957883	0.53164107
4647	mould	0.40018198	0.16255185	0.43726614
4648	accumulation	0.38800237	0.1661539	0.4458437
4649	assetsestates	0.40625143	0.1700634	0.42368513
4650	jsnas	0.3942964	0.17411941	0.43158415
4651	piloted	0.36043245	0.14711845	0.49244907
4652	tested	0.36378524	0.21717535	0.41903943
4653	lhrps	0.39323512	0.17676473	0.43000016
4654	lrfs	0.41957524	0.16703443	0.4133904
4655	toolkit	0.3012743	0.15850978	0.5402159
4656	eprr	0.37610993	0.17885302	0.44503707
4657	dhphe	0.36423793	0.17998205	0.45578
4658	safeguard	0.39892694	0.19075279	0.4103203
4659	ecr	0.41814262	0.16331965	0.41853765
4660	alert	0.41818687	0.16761014	0.41420296
4661	tried	0.29393905	0.16569036	0.5403706
4662	falling	0.3041862	0.16183351	0.53398025
4663	fast	0.28075886	0.21558508	0.5036561
4664	flowing	0.40382877	0.16754074	0.42863047
4665	hidden	0.31431133	0.1979336	0.4877551
4666	dangers	0.37440798	0.20259908	0.42299294
4667	manhole	0.38705269	0.16912602	0.4438213
4668	worst	0.3224333	0.17876093	0.49880576
4669	drowning	0.38731375	0.1684722	0.44421408
4670	electrocution	0.38772085	0.16921899	0.44306013
4671	monoxide	0.3851086	0.18049462	0.43439674
4672	poisoning	0.3894548	0.16823295	0.44231218
4673	indoors	0.39318085	0.1696155	0.4372037
4674	dry	0.32869375	0.2264624	0.4448439
4675	displacement	0.38833308	0.19560656	0.4160604
4676	persist	0.32043743	0.15661374	0.5229488
4677	psychosocial	0.41489097	0.1677403	0.4173687
4678	informal	0.31665352	0.1602668	0.52307963
4679	jhwss	0.3916238	0.174094	0.43428224
4680	recover	0.40846586	0.15718791	0.4343463
4681	appreciation	0.3712192	0.20664534	0.42213553
4682	situations	0.30326924	0.15733911	0.53939164
4683	seeks	0.2949542	0.16031869	0.544727
4684	intelligence	0.29162997	0.1538755	0.55449456
4685	aiming	0.32363123	0.16593276	0.510436
4686	lottery	0.29718766	0.1585964	0.5442159
4687	joseph	0.37724462	0.18443161	0.43832374
4688	rowntree	0.37383607	0.18645813	0.43970585
4689	foundationea	0.38697338	0.17389463	0.43913206
4690	climatejust	0.3953471	0.17383339	0.43081945
4691	web	0.30715054	0.16150194	0.5313475
4692	disadvantage	0.2894402	0.15871155	0.5518482
4693	ncvo	0.4026815	0.16336873	0.4339498
4694	disseminating	0.36347258	0.14718013	0.48934725
4695	awarded	0.32237664	0.24021447	0.43740886
4696	lrf	0.41227788	0.16897348	0.4187486
4697	blackburn	0.40010652	0.1693454	0.4305481
4698	darwen	0.38396597	0.17042293	0.44561112
4699	cornwall	0.3439793	0.1642167	0.49180403
4700	lincolnshire	0.3493186	0.15944509	0.49123633
4701	liverpool	0.4081589	0.17007218	0.42176884
4702	city	0.32147962	0.15035778	0.52816254
4703	norfolk	0.30730367	0.15600128	0.53669506
4704	constabulary	0.3887533	0.17841718	0.43282956
4705	somerset	0.39844245	0.16252087	0.43903664
4706	childrens	0.29638723	0.1577295	0.5458833
4707	books	0.33384812	0.16026662	0.5058853
4708	libraries	0.29812467	0.1576374	0.5442379
4709	chaired	0.28329206	0.17145313	0.54525477
4710	purpose	0.27471313	0.18269189	0.54259497
4711	hosted	0.4058338	0.16658004	0.42758617
4712	post	0.28784862	0.22199516	0.4901562
4713	supplemented	0.29133826	0.17125422	0.5374075
4714	signposting	0.31185746	0.17072867	0.5174139
4715	surge	0.40764642	0.16782954	0.42452404
4716	carefully	0.26902577	0.20351112	0.52746314
4717	cfoa	0.39566964	0.17035128	0.43397906
4718	aace	0.39360365	0.1720698	0.4343265
4719	collating	0.30610955	0.17559005	0.5183004
4720	wardens	0.39203513	0.17581302	0.4321519
4721	champions	0.30709624	0.16203673	0.530867
4722	starts	0.29773244	0.16743001	0.5348375
4723	chair	0.4147818	0.19351186	0.3917063
4724	evacuation	0.3629693	0.18216634	0.45486432
4725	shelter	0.29418698	0.15351774	0.5522953
4726	humanitarian	0.36327305	0.15471451	0.48201248
4727	boats	0.39695007	0.17432046	0.4287295
4728	psycho	0.34841278	0.1565187	0.49506855
4729	comforting	0.395529	0.17585453	0.42861646
4730	befriending	0.39931726	0.17428197	0.42640072
4731	listening	0.3122967	0.2029705	0.48473272
4732	counselling	0.3975662	0.17514063	0.42729315
4733	spiritual	0.3620392	0.15610032	0.48186043
4734	therapy	0.3478021	0.15371886	0.49847907
4735	buckinghamshire	0.31522256	0.15718631	0.52759117
4736	calderdale	0.36479628	0.15767497	0.47752875
4737	northamptonshire	0.30111	0.16954026	0.5293497
4738	rochdale	0.39106676	0.17275822	0.43617508
4739	slough	0.3892574	0.17286918	0.43787342
4740	southampton	0.33975774	0.15842083	0.50182146
4741	swindon	0.38775685	0.15538839	0.45685476
4742	warwickshire	0.33371305	0.15455696	0.51173
4743	sussex	0.3583289	0.15548328	0.48618782
4744	repairs	0.42056492	0.16718285	0.41225222
4745	really	0.29957932	0.16641451	0.53400624
4746	inspiration	0.3568163	0.19792533	0.4452584
4747	appointing	0.31493613	0.15743849	0.52762544
4748	evaluator	0.38943765	0.17190015	0.43866223
4749	kingdom	0.28772876	0.16350617	0.54876506
4750	ewwf	0.40325844	0.17199494	0.4247466
4751	occurrences	0.389324	0.17438933	0.4362866
4752	profitable	0.38236356	0.19320099	0.42443553
4753	matching	0.28064024	0.18717645	0.53218335
4754	cropping	0.3660809	0.17955011	0.454369
4755	bad	0.29115286	0.15844876	0.5503984
4756	incomes	0.2943288	0.18907087	0.5166004
4757	greatly	0.37232915	0.15090717	0.4767636
4758	locality	0.3108458	0.16884387	0.5203103
4759	restocking	0.41269258	0.16485089	0.42245644
4760	intensification	0.40452245	0.16862664	0.42685091
4761	varieties	0.40241688	0.16669504	0.43088812
4762	constraining	0.3239229	0.15564221	0.5204349
4763	watercourses	0.33014917	0.23521025	0.43464056
4764	diffuse	0.39287746	0.18747051	0.41965201
4765	queens	0.3608065	0.19038312	0.44881034
4766	speech	0.33948746	0.15399761	0.5065149
4767	sell	0.33566228	0.23623495	0.42810273
4768	abstractors	0.43337548	0.1609414	0.4056832
4769	drained	0.32099453	0.14633644	0.532669
4770	wetlands	0.386329	0.1992717	0.4143993
4771	ditches	0.32939604	0.22185785	0.4487461
4772	grade	0.2984145	0.155742	0.5458435
4773	protects	0.3900854	0.20369454	0.40622005
4774	anticipation	0.37383413	0.17078847	0.45537743
4775	aging	0.35793063	0.15591253	0.48615688
4776	newp	0.41823125	0.16290979	0.41885892
4777	ambition	0.31694	0.22491115	0.4581489
