index	word	Adaptation	Mitigation	Non-climate
12982	uprating	0.3033712	0.16151662	0.5351122
12983	obr	0.2930983	0.15253246	0.55436915
12984	births	0.30716234	0.15466379	0.53817385
12985	wrag	0.31682533	0.16541977	0.51775485
12986	accruing	0.31316888	0.16019817	0.5266329
12987	backs	0.31494898	0.16658531	0.5184657
12988	praise	0.31272793	0.17003378	0.5172383
12989	payroll	0.2944418	0.16186142	0.54369676
12990	rationing	0.29213557	0.16445021	0.54341424
12991	campaigners	0.32847902	0.1775543	0.4939666
12992	claw	0.30739018	0.16386607	0.52874374
12993	clawed	0.30826694	0.15954046	0.5321926
12994	springboard	0.32381567	0.17176007	0.5044243
12995	downsides	0.32424262	0.17390257	0.50185484
12996	worklife	0.30237004	0.16135238	0.53627753
12997	escalators	0.3094045	0.16865821	0.52193725
12998	grinding	0.3114523	0.16914724	0.5194004
12999	ladders	0.30465195	0.16079722	0.5345508
13000	frustrated	0.30696785	0.16663432	0.5263979
13001	forgo	0.31470704	0.16841426	0.5168787
13002	enjoying	0.30593488	0.16125353	0.53281164
13003	visionary	0.3241844	0.17842789	0.49738777
13004	loyalty	0.32405868	0.18036038	0.49558085
13005	fluctuating	0.3130629	0.15497464	0.5319624
13006	tickets	0.30745134	0.15935819	0.5331904
13007	ton	0.3266006	0.17768726	0.49571216
13008	exploitative	0.3107747	0.16221559	0.5270097
13009	revitalised	0.3171435	0.16088946	0.521967
13010	lining	0.3192276	0.16986477	0.51090765
13011	rebuild	0.31742173	0.16979493	0.5127834
13012	boston	0.30975908	0.16465044	0.5255904
13013	skillworks	0.3190674	0.16993631	0.5109963
13014	transformational	0.31142533	0.1634485	0.52512616
13015	deduction	0.31682163	0.16539806	0.51778036
13016	enacted	0.3014301	0.15438053	0.54418933
13017	miserable	0.31761935	0.1693451	0.5130356
13018	misconceptions	0.3213957	0.17241654	0.5061878
13019	rife	0.326699	0.17411537	0.4991857
13020	alcoholdrug	0.32760137	0.17586555	0.49653304
13021	touched	0.32330978	0.17621201	0.50047827
13022	contemporary	0.3103969	0.16002598	0.5295771
13023	bhps	0.31468034	0.160563	0.52475667
13024	amalgamated	0.32231617	0.16418566	0.5134981
13025	unevenly	0.31721887	0.17289583	0.5098853
13026	imbalance	0.3241203	0.17322783	0.5026519
13027	exerting	0.31663623	0.17360972	0.509754
13028	differentiates	0.31660554	0.17383575	0.5095587
13029	barnes	0.32067692	0.17265068	0.50667244
13030	conolly	0.3259282	0.17354529	0.50052655
13031	tomaszewski	0.3235824	0.17378545	0.5026322
13032	facs	0.3201059	0.17318109	0.506713
13033	layering	0.32868713	0.1773237	0.49398917
13034	unsurprising	0.32883087	0.178028	0.4931412
13035	minimally	0.33204633	0.1763049	0.4916488
13036	forego	0.3275183	0.17515978	0.49732196
13037	hirsch	0.3066421	0.16396329	0.5293947
13038	cpag	0.31790859	0.16907237	0.51301897
13039	brawn	0.31657824	0.16818397	0.5152378
13040	bangladeshi	0.3185768	0.17186911	0.5095541
13041	ethnicities	0.32280827	0.17601615	0.50117564
13042	tempting	0.32914376	0.17252705	0.49832928
13043	heslop	0.32783166	0.17533961	0.49682876
13044	pse	0.3271654	0.17627873	0.49655592
13045	connolly	0.32620284	0.17734395	0.49645323
13046	raha	0.32814112	0.17691502	0.4949439
13047	dobbs	0.33004856	0.17406347	0.495888
13048	zealey	0.33157212	0.17478551	0.49364242
13049	religion	0.32035968	0.17274545	0.5068948
13050	palgrave	0.329421	0.17448772	0.49609116
13051	conflating	0.31897977	0.17097527	0.510045
13052	obscures	0.31977868	0.17080508	0.5094163
13053	discouraged	0.30134746	0.15916748	0.53948504
13054	pessimism	0.31953892	0.17042015	0.51004094
13055	juggle	0.31710586	0.17052133	0.51237285
13056	subjective	0.31354666	0.1747781	0.5116752
13057	viewpoints	0.3255663	0.17777117	0.4966626
13058	tracy	0.32626826	0.17638713	0.4973446
13059	shildrick	0.31239837	0.16990983	0.5176918
13060	histories	0.3151371	0.17102675	0.51383615
13061	pointless	0.32594046	0.1769751	0.49708444
13062	researcher	0.31172827	0.16254117	0.5257306
13063	steven	0.31552297	0.16992691	0.5145501
13064	manifest	0.32316276	0.17408165	0.5027556
13065	gravitate	0.33014235	0.1772136	0.4926441
13066	dean	0.3277026	0.17675605	0.49554133
13067	gooby	0.3287578	0.17703305	0.49420914
13068	explosion	0.31704685	0.1688406	0.51411253
13069	fisher	0.3300281	0.17622295	0.49374896
13070	nandi	0.3311009	0.17802861	0.49087045
13071	austerity	0.32192984	0.1724346	0.5056355
13072	insert	0.32850116	0.17635593	0.4951429
13073	coleman	0.3295654	0.17716208	0.49327257
13074	riley	0.32735056	0.1774579	0.49519154
13075	dewar	0.33103043	0.17543772	0.49353182
13076	whatsoever	0.3224045	0.17046045	0.50713503
13077	sticks	0.32095844	0.16964231	0.5093993
13078	morale	0.3194734	0.17469619	0.5058304
13079	unravelling	0.31757194	0.17475235	0.50767577
13080	knots	0.31666663	0.17660725	0.50672615
13081	motivating	0.3161671	0.17492476	0.50890815
13082	moderniser	0.3135715	0.16802809	0.5184004
13083	primes	0.3126457	0.17297119	0.5143831
13084	voluntarycommunity	0.3177011	0.17739816	0.5049008
13085	regimen	0.32921538	0.17912723	0.49165744
13086	clues	0.32302013	0.17341264	0.5035672
13087	equalities	0.2970019	0.16331409	0.539684
13088	specialised	0.3142753	0.16714092	0.51858383
13089	prejudices	0.33068562	0.1803731	0.48894134
13090	drifting	0.3339399	0.18068635	0.4853737
13091	ijobseekers	0.3210499	0.17128028	0.5076698
13092	reorient	0.32816228	0.17648914	0.49534863
13093	squarely	0.32631665	0.17723933	0.49644408
13094	alerting	0.3273708	0.17885593	0.4937733
13095	suspected	0.30261198	0.16503549	0.53235257
13096	violence	0.299714	0.15630677	0.5439792
13097	abuse	0.3024917	0.16265568	0.5348526
13098	redress	0.33095542	0.17738804	0.49165663
13099	englishenglish	0.32769594	0.17706744	0.49523655
13100	speakers	0.3198094	0.17276758	0.50742304
13101	esol	0.3112019	0.16530907	0.52348906
13102	referrals	0.3126993	0.16715902	0.52014166
13103	relaxed	0.32982334	0.17903629	0.4911404
13104	traineeship	0.29886827	0.16122845	0.5399032
13105	centrepiece	0.32928813	0.17682886	0.49388307
13106	unconscionable	0.32577583	0.17002447	0.50419974
13107	impersonal	0.32136357	0.1708081	0.50782835
13108	mechanistic	0.31810057	0.1693975	0.5125019
13109	laudable	0.32345092	0.17329687	0.5032522
13110	glaring	0.3234095	0.1716531	0.50493735
13111	minorities	0.31096938	0.16699651	0.5220341
13112	bias	0.29839367	0.1553285	0.5462779
13113	vigorous	0.30713406	0.16142493	0.53144103
13114	catney	0.31425142	0.17055432	0.5151943
13115	sabater	0.31167993	0.16817468	0.5201454
13116	nao	0.31821448	0.16977523	0.5120103
13117	sounded	0.31983763	0.17425275	0.5059096
13118	merely	0.3219875	0.17583036	0.5021821
13119	makeup	0.31387952	0.16734645	0.51877403
13120	freed	0.31944472	0.17154147	0.5090139
13121	distanced	0.31467697	0.17092758	0.5143954
13122	someones	0.3103209	0.1617646	0.5279145
13123	repeatedly	0.3109535	0.16529958	0.5237469
13124	homelessness	0.29636815	0.16378517	0.53984666
13125	khan	0.31890216	0.16818711	0.51291066
13126	racial	0.31646356	0.16877776	0.5147587
13127	activating	0.31717113	0.16750124	0.51532763
13128	mueller	0.3180636	0.16819903	0.5137374
13129	patton	0.3166496	0.16960485	0.5137456
13130	guttman	0.31639838	0.16730243	0.5162992
13131	sussman	0.31766862	0.16832918	0.51400214
13132	exemplary	0.3144205	0.16750228	0.51807725
13133	simon	0.29581076	0.17140281	0.5327864
13134	matty	0.29714012	0.17232737	0.53053254
13135	segmentation	0.29526618	0.16737142	0.53736246
13136	wca	0.31179515	0.16522439	0.52298045
13137	cvs	0.32256538	0.17249963	0.504935
13138	strive	0.3098491	0.16836193	0.52178895
13139	mutually	0.31171662	0.17023614	0.5180473
13140	respectful	0.31365538	0.17201218	0.5143324
13141	progamme	0.32625377	0.1756661	0.49808013
13142	teething	0.32622233	0.17642172	0.49735594
13143	troubles	0.3239708	0.17668392	0.4993452
13144	vindicates	0.32443705	0.1700557	0.50550723
13145	motives	0.327634	0.17487924	0.49748677
13146	imperatives	0.32720864	0.17525837	0.49753296
13147	rethinking	0.31697726	0.1718742	0.51114863
13148	meager	0.3129377	0.16860221	0.51846004
13149	newton	0.3114669	0.16896005	0.5195731
13150	sainsbury	0.30485067	0.16305329	0.532096
13151	foley	0.3176076	0.17028747	0.5121049
13152	corden	0.3155731	0.17207466	0.5123522
13153	irving	0.31849134	0.17192057	0.5095881
13154	evalution	0.31203097	0.170723	0.517246
13155	purvis	0.31157243	0.1702635	0.5181641
13156	dunn	0.31395978	0.17166267	0.51437753
13157	activation	0.30859742	0.16539706	0.5260055
13158	instituting	0.32837003	0.17750013	0.49412978
13159	binary	0.32990578	0.17645386	0.49364033
13160	denser	0.32728803	0.17652053	0.4961914
13161	despondent	0.32593384	0.17739391	0.4966722
13162	unclassifiable	0.30586904	0.16496804	0.5291629
13163	macdonald	0.31871977	0.16959654	0.51168364
13164	furlong	0.3119937	0.16885701	0.5191493
13165	roden	0.31473443	0.16959321	0.5156724
13166	crow	0.31650954	0.16952871	0.51396173
13167	cultures	0.3073336	0.16199018	0.5306762
13168	gray	0.32172257	0.17631815	0.50195926
13169	lockhart	0.32217374	0.17615452	0.50167173
13170	possession	0.30306143	0.16289677	0.53404176
13171	keenly	0.31498206	0.17302322	0.5119947
13172	equips	0.3122389	0.16651493	0.52124614
13173	tries	0.313062	0.16794606	0.51899195
13174	spoken	0.3183842	0.16741116	0.51420456
13175	employable	0.31570306	0.17425165	0.5100453
13176	realistically	0.32289088	0.17569768	0.5014115
13177	noticeable	0.328031	0.17328732	0.4986817
13178	upswing	0.32660007	0.1744157	0.49898425
13179	persuaded	0.3152996	0.16852269	0.5161777
13180	recommissioning	0.33028412	0.17856112	0.49115476
13181	fosters	0.3278199	0.17916901	0.493011
13182	advent	0.31894645	0.16539578	0.51565784
13183	hmrc	0.30621892	0.16694608	0.52683496
13184	familes	0.31803417	0.16997555	0.5119903
13185	coachadvisor	0.31938028	0.17051935	0.51010036
13186	marooned	0.3242894	0.17346606	0.5022445
13187	exhausted	0.32572508	0.17489906	0.49937588
13188	caseworkers	0.3144143	0.1688025	0.51678324
13189	trusting	0.31365022	0.16930586	0.5170439
13190	stigmatising	0.3205252	0.17586151	0.5036133
13191	connotations	0.3230911	0.17604876	0.50086015
13192	experiment	0.30213907	0.16367805	0.53418297
13193	eradicating	0.3078615	0.15898009	0.53315836
13194	dissimilar	0.32362562	0.17627676	0.50009763
13195	forecasters	0.30897567	0.16140407	0.5296203
13196	worsening	0.2954953	0.16369407	0.5408106
13197	trending	0.3054627	0.16634618	0.5281911
13198	downwards	0.30545446	0.16670783	0.52783775
13199	angus	0.3234891	0.17490514	0.5016057
13200	hoc	0.3095992	0.16065782	0.529743
13201	quintile	0.30157423	0.15810235	0.5403234
13202	hyperactivity	0.32350072	0.17461865	0.5018806
13203	simd	0.31895778	0.16558875	0.5154535
13204	alternating	0.31983173	0.16889365	0.51127464
13205	scqf	0.29491618	0.1548245	0.55025935
13206	dunbartonshire	0.32216728	0.16804086	0.50979185
13207	spice	0.30455533	0.15449767	0.540947
13208	pisa	0.3027319	0.15553856	0.5417295
13209	enrol	0.3166023	0.17005257	0.5133451
13210	hnd	0.3080026	0.16116852	0.5308289
13211	hnds	0.32520872	0.1783892	0.4964021
13212	hncs	0.3265458	0.17687994	0.4965742
13213	unrepresentative	0.3118352	0.16862291	0.5195419
13214	nvq	0.31446964	0.16397458	0.5215558
13215	acknowledgement	0.31076017	0.16565216	0.5235877
13216	nicola	0.3121795	0.16648297	0.52133757
13217	sturgeon	0.31251535	0.16546041	0.5220242
13218	impoverishes	0.32694244	0.17412417	0.4989334
13219	shrug	0.32711795	0.17484276	0.49803928
13220	shoulders	0.32603312	0.17449076	0.49947613
13221	equalise	0.31037435	0.16602692	0.5235987
13222	caregivers	0.3310227	0.17724271	0.49173462
13223	renfrewshire	0.3119717	0.17579064	0.51223767
13224	frustrates	0.3220604	0.17812423	0.4998153
13225	uncover	0.30958143	0.16931397	0.52110463
13226	interesting	0.29702857	0.16267417	0.54029727
13227	consolidation	0.29501006	0.16378576	0.54120415
13228	commends	0.3042236	0.1647689	0.5310075
13229	powys	0.3159556	0.16835955	0.51568484
13230	females	0.31333223	0.16644478	0.520223
13231	merthyr	0.3263142	0.17185272	0.5018331
13232	tydfil	0.32495785	0.17364758	0.50139457
13233	ceredigion	0.3269381	0.17581986	0.49724206
13234	fpi	0.32651883	0.17620179	0.49727932
13235	lce	0.32728505	0.17635873	0.4963562
13236	lcw	0.32449353	0.17715895	0.49834752
13237	psd	0.32543516	0.1771281	0.49743673
13238	mdt	0.32668814	0.17730571	0.49600622
13239	blaenau	0.331977	0.17557873	0.49244434
13240	gwent	0.32706332	0.17512922	0.4978075
13241	brighter	0.31019226	0.17424184	0.5155659
13242	wraparound	0.32715186	0.17546286	0.4973853
13243	rewriting	0.31163406	0.1677883	0.5205776
13244	cymru	0.3122228	0.1664011	0.5213761
13245	disciplined	0.3100769	0.16546664	0.5244565
13246	devises	0.31977677	0.17412665	0.50609654
13247	thinly	0.31111485	0.16645962	0.5224255
13248	harmoniously	0.32174635	0.17089584	0.50735784
13249	downsize	0.31961417	0.17074275	0.5096431
13250	arrears	0.3037899	0.15642235	0.5397877
13251	overcrowding	0.31564662	0.17094912	0.51340425
13252	cohesively	0.30010876	0.1704752	0.52941597
13253	conception	0.3133937	0.16933934	0.5172669
13254	birthweight	0.308422	0.17192866	0.5196493
13255	paramount	0.30237338	0.16668189	0.5309447
13256	mistrust	0.33101797	0.17845304	0.490529
13257	estyn	0.3093956	0.16308922	0.5275152
13258	diagnosis	0.29034826	0.15284027	0.55681145
13259	melhuish	0.3274667	0.17421225	0.498321
13260	sammons	0.32603356	0.17314652	0.5008199
13261	saraj	0.32884005	0.17421097	0.496949
13262	taggart	0.3280604	0.17394243	0.4979971
13263	bridging	0.32724154	0.17486164	0.4978968
13264	hides	0.3275899	0.17583056	0.49657956
13265	monmouthshire	0.32826445	0.17403895	0.49769664
13266	donaldson	0.29813528	0.15590829	0.54595643
13267	handed	0.33109	0.17828944	0.49062058
13268	entice	0.3313694	0.17863159	0.48999897
13269	lowered	0.3303718	0.17794067	0.4916875
13270	curricula	0.31897384	0.16824298	0.5127831
13271	acs	0.31886414	0.16969645	0.51143944
13272	smartphone	0.29712042	0.15864803	0.5442316
13273	waking	0.3037808	0.15822515	0.5379941
13274	perennially	0.31219733	0.16677828	0.5210244
13275	equipping	0.30686855	0.15852582	0.5346056
13276	interoperable	0.29492888	0.15518793	0.5498832
13277	innovating	0.30051512	0.15949665	0.5399882
13278	overlaid	0.3194537	0.16992034	0.510626
13279	clamour	0.3109036	0.16712952	0.52196693
13280	everywhere	0.3076433	0.15750168	0.534855
13281	wireless	0.30546865	0.1590733	0.5354581
13282	adopter	0.3277537	0.17449895	0.49774736
13283	commanding	0.32838154	0.17481773	0.4968007
13284	commercialising	0.29594633	0.15596084	0.54809284
13285	demonstrators	0.30260098	0.15598054	0.5414185
13286	sluggishness	0.2979341	0.16048874	0.5415772
13287	patent	0.2968247	0.15998656	0.5431888
13288	fuse	0.31228924	0.16853908	0.5191717
13289	flair	0.31356898	0.16743124	0.51899976
13290	fusion	0.31357765	0.16823801	0.51818436
13291	erasing	0.3098499	0.16787963	0.52227056
13292	tribal	0.31115803	0.16735266	0.5214893
13293	geeks	0.31224936	0.16694613	0.5208045
13294	luvvies	0.31317326	0.16913046	0.5176963
13295	technologists	0.30574822	0.16489953	0.52935225
13296	tempts	0.31235293	0.16762806	0.520019
13297	churn	0.2973892	0.16056429	0.54204655
13298	rapidity	0.29748875	0.16045429	0.5420569
13299	smartphones	0.29871264	0.16221756	0.5390698
13300	middleware	0.31990933	0.17441657	0.5056741
13301	outsource	0.3032311	0.17406464	0.52270436
13302	ceding	0.30180845	0.17512223	0.52306926
13303	flourishing	0.29956856	0.17370364	0.5267278
13304	interlink	0.3114062	0.1679567	0.52063715
13305	rival	0.30722573	0.16513853	0.5276357
13306	tailoring	0.30789456	0.16594128	0.5261642
13307	fashioning	0.30077034	0.16030928	0.5389204
13308	frictionless	0.30507687	0.16411965	0.5308035
13309	surround	0.30311355	0.1630726	0.5338139
13310	tempt	0.31134078	0.16821285	0.5204464
13311	constituencies	0.31427184	0.16907673	0.5166514
13312	fremantle	0.2982027	0.15621471	0.5455826
13313	dashboard	0.30212185	0.16372076	0.5341574
13314	chatter	0.30280405	0.16633098	0.53086495
13315	impressed	0.30708238	0.15957993	0.53333765
13316	itv	0.30815455	0.16524392	0.5266015
13317	digitising	0.29233986	0.15677997	0.55088025
13318	elegant	0.31170133	0.1680292	0.5202695
13319	identity	0.29984856	0.15766741	0.54248405
13320	handled	0.31132975	0.16796501	0.5207052
13321	interoperability	0.30437636	0.15794978	0.5376739
13322	architectures	0.30799097	0.15944102	0.5325681
13323	interfacing	0.30628228	0.16155376	0.5321639
13324	apis	0.30695543	0.16048168	0.5325629
13325	defragmentation	0.3093834	0.16128178	0.52933484
13326	anothers	0.3022734	0.16327319	0.53445345
13327	fluid	0.2953129	0.1554106	0.5492765
13328	streamlines	0.31663978	0.16578957	0.5175707
13329	reroutes	0.31557834	0.16490428	0.51951736
13330	workflows	0.31646577	0.16607448	0.51745975
13331	disrupts	0.31922188	0.1660081	0.51477
13332	redesigns	0.31634766	0.16692886	0.51672345
13333	griffiths	0.30647486	0.15897162	0.5345536
13334	snap	0.30789572	0.15975878	0.53234553
13335	marriage	0.29226726	0.15569162	0.5520412
13336	sham	0.29626474	0.1585218	0.54521346
13337	marriages	0.29524115	0.15921496	0.5455439
13338	preliminaries	0.3146051	0.17118962	0.51420534
13339	marry	0.3160086	0.1691926	0.5147988
13340	anglican	0.32145798	0.17518905	0.50335294
13341	casework	0.3034881	0.15846637	0.53804547
13342	married	0.30855218	0.16271977	0.528728
13343	circumventing	0.31347716	0.1639533	0.52256954
13344	abode	0.31288862	0.17164193	0.51546943
13345	1971	0.32060206	0.17220406	0.50719386
13346	warranted	0.29745683	0.1586914	0.54385173
13347	shams	0.31674966	0.16805963	0.5151907
13348	spousepartner	0.30071536	0.15574017	0.5435444
13349	assured	0.30572233	0.16347376	0.53080386
13350	nationality	0.3018273	0.1639283	0.5342444
13351	suspecting	0.3071486	0.16625613	0.5265953
13352	offender	0.2964842	0.15817864	0.5453372
13353	workflow	0.30327848	0.1714165	0.52530503
13354	orally	0.30537173	0.15875934	0.5358689
13355	wished	0.320181	0.17319912	0.50661993
13356	refusal	0.30349964	0.1587999	0.5377004
13357	notify	0.29562154	0.16297059	0.5414079
13358	genuineness	0.30668154	0.1662782	0.5270402
13359	arrange	0.305673	0.16112962	0.5331974
13360	frustrating	0.3136679	0.16621397	0.5201181
13361	withholding	0.30110025	0.16047934	0.53842044
13362	perjury	0.30698672	0.16297759	0.53003573
13363	prosecuting	0.306583	0.16305652	0.5303605
13364	screenshot	0.31961012	0.16793077	0.5124591
13365	forwarding	0.31775555	0.1682083	0.5140361
13366	interpreter	0.30161753	0.16365868	0.53472376
13367	probing	0.31269953	0.17195028	0.5153502
13368	presumed	0.32095876	0.1734164	0.50562483
13369	unwillingness	0.32792616	0.17622319	0.49585065
13370	rearrange	0.30894318	0.16366042	0.5273963
13371	rearranged	0.31362867	0.16643032	0.519941
13372	resident	0.30818602	0.16702631	0.52478766
13373	detained	0.31015956	0.16577625	0.5240642
13374	partys	0.32072675	0.17417929	0.505094
13375	deported	0.31264675	0.16649395	0.52085924
13376	laundering	0.29105702	0.1580546	0.5508884
13377	terrorist	0.29410556	0.1589648	0.54692966
13378	vigorously	0.31634212	0.1680643	0.5155936
13379	illicit	0.29457897	0.1587806	0.54664046
13380	relentless	0.30909958	0.16862813	0.5222723
13381	criminals	0.29233256	0.16219199	0.5454754
13382	terrorists	0.2936309	0.1575599	0.54880923
13383	illegality	0.30643013	0.17005438	0.5235155
13384	mossack	0.3064424	0.16871083	0.5248467
13385	fonseca	0.3080204	0.16970687	0.52227277
13386	jmlit	0.29796365	0.16167013	0.5403662
13387	corruption	0.29515675	0.15674922	0.54809403
13388	secrecy	0.30323994	0.1600912	0.5366689
13389	suspicious	0.29277623	0.15478519	0.55243856
13390	sars	0.28944913	0.15441714	0.5561337
13391	specialisms	0.30306387	0.1643612	0.53257495
13392	upskill	0.3064078	0.16224122	0.53135103
13393	investigative	0.29615575	0.151604	0.55224025
13394	confiscation	0.29177552	0.15781903	0.55040544
13395	prosecutor	0.29727742	0.1528027	0.54991984
13396	isil	0.30612585	0.15793397	0.53594023
13397	degrade	0.30652696	0.15915373	0.5343193
13398	daesh	0.30428275	0.15887961	0.53683764
13399	abused	0.2986367	0.15903993	0.54232347
13400	nss	0.31960577	0.17149328	0.508901
13401	sdsr	0.29861614	0.15457442	0.5468094
13402	deprives	0.31978667	0.17117184	0.5090414
13403	bribery	0.3124721	0.16941379	0.5181141
13404	theft	0.31115505	0.17091992	0.517925
13405	crimes	0.31088758	0.16140698	0.5277055
13406	laundered	0.3160468	0.1539236	0.5300296
13407	fight	0.31531748	0.1669186	0.517764
13408	distract	0.32655534	0.17795588	0.4954887
13409	trafficking	0.30763856	0.16397479	0.52838665
13410	transnational	0.30533257	0.16065612	0.53401136
13411	contest	0.3077869	0.16558646	0.52662665
13412	depriving	0.30965546	0.16433173	0.52601284
13413	terroris	0.31130576	0.16571914	0.5229751
13414	violent	0.3080931	0.16118973	0.5307172
13415	extremists	0.3100289	0.16583255	0.52413857
13416	terrori	0.30776706	0.16789833	0.52433455
13417	hostile	0.2983106	0.1564707	0.5452187
13418	evade	0.31283042	0.16198848	0.52518106
13419	existed	0.32023284	0.1671957	0.51257145
13420	launderers	0.30361053	0.16028044	0.5361091
13421	spotting	0.29860306	0.16555296	0.53584397
13422	dissuade	0.3266899	0.17215453	0.5011556
13423	prosecutorial	0.30729988	0.1676871	0.525013
13424	endeavour	0.307006	0.16785322	0.52514076
13425	europol	0.29774162	0.16244349	0.53981495
13426	interpol	0.30730814	0.16602635	0.5266655
13427	fatf	0.28871676	0.15566391	0.5556193
13428	attacking	0.32895708	0.17465812	0.49638483
13429	candid	0.2944765	0.16238445	0.54313904
13430	tcsps	0.3047386	0.1621325	0.5331289
13431	controllers	0.30439672	0.1626498	0.5329535
13432	msbs	0.29505706	0.1570932	0.5478498
13433	couriering	0.3087932	0.16307914	0.5281277
13434	bankers	0.30993864	0.16998853	0.5200728
13435	bba	0.3123688	0.16946733	0.5181638
13436	poca	0.30057478	0.16200313	0.5374221
13437	sar	0.29687777	0.15970215	0.5434201
13438	ukfiu	0.29224113	0.15811667	0.5496422
13439	reactively	0.31743994	0.1777942	0.50476587
13440	legitimate	0.29927683	0.15804075	0.5426824
13441	ticking	0.31321105	0.1745381	0.51225084
13442	reporters	0.300472	0.15915108	0.54037696
13443	suspicion	0.3035689	0.1653932	0.53103787
13444	suspicions	0.31604972	0.1672677	0.51668257
13445	gateways	0.30578917	0.16151512	0.5326957
13446	fulfill	0.32910222	0.17511779	0.49578002
13447	criminalised	0.32273287	0.17061365	0.5066534
13448	immunity	0.32896844	0.17591488	0.49511665
13449	terminate	0.3276503	0.17410046	0.49824923
13450	oblige	0.32756135	0.17568971	0.49674892
13451	nearing	0.32355243	0.17084827	0.5055993
13452	reporter	0.29812917	0.15713027	0.5447406
13453	avail	0.31562367	0.16554625	0.5188301
13454	fiu	0.30022988	0.1622725	0.5374977
13455	patriot	0.30181134	0.16188256	0.536306
13456	fca	0.29122674	0.15875179	0.55002147
13457	tactical	0.30828825	0.17634054	0.5153712
13458	arrests	0.30629644	0.17141509	0.52228844
13459	devote	0.3048648	0.1615743	0.5335609
13460	launder	0.32007837	0.17510705	0.50481457
13461	militates	0.3260773	0.18099527	0.4929274
13462	lawfully	0.31041238	0.1709212	0.51866645
13463	solicitors	0.3231039	0.17704095	0.49985507
13464	accountants	0.3160928	0.17263687	0.5112703
13465	wittingly	0.32080874	0.17240834	0.50678295
13466	unwittingly	0.30569148	0.16388221	0.5304263
13467	marshalled	0.3257583	0.17561568	0.49862602
13468	panamanian	0.3283959	0.17528109	0.49632293
13469	predicate	0.30656254	0.16870533	0.5247322
13470	dealers	0.31145006	0.17625144	0.51229846
13471	currencies	0.29210153	0.16270764	0.5451908
13472	perimeter	0.31648648	0.15954249	0.523971
13473	wallet	0.3288875	0.1761209	0.49499154
13474	embryonic	0.32541904	0.17670472	0.4978763
13475	sfo	0.32162243	0.17857987	0.49979773
13476	disguised	0.311919	0.16798162	0.52009934
13477	secretarys	0.32085797	0.17554161	0.5036005
13478	pccs	0.30968273	0.16792779	0.5223895
13479	spr	0.3132555	0.1724818	0.5142628
13480	constables	0.32262805	0.17740326	0.49996877
13481	rarts	0.31759623	0.17378373	0.5086201
13482	rocus	0.3036353	0.16492774	0.531437
13483	aris	0.31088936	0.16846919	0.5206415
13484	pocas	0.32344544	0.17824122	0.49831337
13485	uwos	0.330537	0.17446183	0.49500126
13486	uwo	0.32811052	0.17259742	0.49929208
13487	defendant	0.3285253	0.17374513	0.4977296
13488	enrichment	0.29067886	0.15619405	0.55312717
13489	uncac	0.32927316	0.17456156	0.49616528
13490	prosecutions	0.3080346	0.16533682	0.5266286
13491	entity	0.3010515	0.1583162	0.5406323
13492	riskiest	0.32119185	0.17544524	0.5033629
13493	prosecutors	0.3173868	0.1701888	0.5124244
13494	proceedings	0.29441676	0.1628633	0.54272
13495	hearing	0.29816929	0.15521282	0.546618
13496	magistrates	0.30450082	0.15608151	0.5394177
13497	administratively	0.30218711	0.1565938	0.541219
13498	forfeitures	0.30843365	0.16083351	0.5307328
13499	authorised	0.30054927	0.15396908	0.5454817
13500	uncontested	0.3038765	0.15671699	0.53940654
13501	moveable	0.29667303	0.15337123	0.5499557
13502	jewellery	0.29609162	0.15438628	0.5495221
13503	prohibitions	0.32497445	0.17901762	0.49600792
13504	imprisonment	0.32882014	0.17884028	0.49233952
13505	ntfiu	0.33104432	0.17390022	0.49505547
13506	ctus	0.32973954	0.1757428	0.49451765
13507	attacks	0.30859277	0.16435172	0.52705556
13508	loopholes	0.30660537	0.16322169	0.53017294
13509	needless	0.30773348	0.17329983	0.51896673
13510	amlctf	0.29932055	0.16423397	0.5364455
13511	cumbersome	0.31045827	0.17385045	0.5156912
13512	complicit	0.32796842	0.17687045	0.49516115
13513	negligent	0.3104643	0.16938213	0.5201536
13514	hiding	0.32984236	0.17750598	0.49265164
13515	veneer	0.32769445	0.17653829	0.49576733
13516	hawala	0.30056477	0.16826822	0.53116703
13517	remittances	0.30274847	0.1674298	0.5298217
13518	msb	0.30805394	0.16191866	0.5300274
13519	disqualify	0.3140184	0.1705592	0.5154224
13520	trustee	0.30169463	0.16363825	0.5346671
13521	peps	0.3073172	0.17001504	0.5226677
13522	dissuasive	0.307981	0.16354847	0.52847046
13523	diligence	0.30429754	0.16229177	0.53341067
13524	corrupt	0.32616833	0.1749432	0.49888846
13525	unlawfully	0.33014736	0.17721392	0.49263868
13526	unlawful	0.32133222	0.17045085	0.50821686
13527	conducive	0.33362588	0.1762613	0.49011287
13528	subjected	0.33143738	0.17657067	0.49199194
13529	decembers	0.31903648	0.17359532	0.50736815
13530	siphoned	0.32713476	0.17861861	0.49424663
13531	investigators	0.31954172	0.17176002	0.5086983
13532	denomination	0.31122705	0.17100699	0.51776594
13533	looted	0.31554064	0.16880122	0.5156581
13534	mer	0.30385557	0.17256802	0.52357644
13535	enrich	0.3010769	0.16114724	0.5377759
13536	forfeited	0.3140981	0.16181968	0.5240822
13537	peel	0.29653776	0.15684658	0.5466156
